text,tokoh,date,video_title,channel_name,author,text_clean,prediksi_label_raw,score_keyakinan,label_final
"Mending Mundur, dripada indonesia banyak hutang... kerjanya gak transparansi, hutang mulu yg di perbanyak, duitnya entah buat apa ...

Sri sri... sudah waktunya kamu pulang, benahi diri dan merenunglah ...


Untuk kebaikan indonesia Raya tercinta..",Sri Mulyani Indrawati,2025-08-31T13:04:00Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@agussusanto-do3tu,mending mundur dripada indonesia banyak hutang kerjanya gak transparansi hutang mulu yg di perbanyak duitnya entah buat apa sri sri sudah waktunya kamu pulang benahi diri dan merenunglah untuk kebaikan indonesia raya tercinta,negative,0.9958908557891846,Negatif
Alhamdullilah .srimulyani mundur dari mentri keuangan,Sri Mulyani Indrawati,2025-08-31T13:03:59Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@AlfiraNovera,alhamdullilah srimulyani mundur dari mentri keuangan,neutral,0.9984447360038757,Netral
Prabowo takut sama Jokowi,Sri Mulyani Indrawati,2025-08-31T13:03:58Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@syaqila-j4l,prabowo takut sama jokowi,negative,0.999344527721405,Negatif
"Kalau tahu malu Sri Muliani  harus cepat mundur dari pada nanti rakyat yg bertindak tau malulah Bu , kalau udah cacat di mata rakyat",Sri Mulyani Indrawati,2025-08-31T13:03:56Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@GugleId-hy6cp,kalau tahu malu sri muliani harus cepat mundur dari pada nanti rakyat yg bertindak tau malulah bu kalau udah cacat di mata rakyat,negative,0.9992780089378357,Negatif
ya sudahlah..perekonomian negara ini bakal makin kacau..,Sri Mulyani Indrawati,2025-08-31T13:03:48Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@steveari1,ya sudahlah perekonomian negara ini bakal makin kacau,negative,0.9990972280502319,Negatif
"Kalo Sri Mulyani benar-benar mundur baguslah, daripada dipecàt",Sri Mulyani Indrawati,2025-08-31T13:03:30Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@pandolindolin4130,kalo sri mulyani benar benar mundur baguslah daripada dipec t,neutral,0.7144162654876709,Netral
Sti mulyani jangan hanya mundurr...tapi usutharta y tuntas supaya jelas bersih harta y yg bgti banyak,Sri Mulyani Indrawati,2025-08-31T13:03:21Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@AhmadTaufik-q3w,sti mulyani jangan hanya mundurr tapi usutharta y tuntas supaya jelas bersih harta y yg bgti banyak,neutral,0.3877977430820465,Netral
Bugus mundur kamu kan sudah kaya,Sri Mulyani Indrawati,2025-08-31T13:03:20Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@ekasyafran6690,bugus mundur kamu kan sudah kaya,negative,0.9927162528038025,Negatif
Mundur lah,Sri Mulyani Indrawati,2025-08-31T13:03:07Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@BatqmBatam,mundur lah,negative,0.9952824711799622,Negatif
Biar Ahok yg jadi menko nya,Sri Mulyani Indrawati,2025-08-31T13:02:49Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@RohmadHidayat-h6n,biar ahok yg jadi menko nya,negative,0.9941107630729675,Negatif
Alhamdulillah sri mulyono mundur. Kami bersyukur perempuan ini mundur klo bisa di pruksa dulu.,Sri Mulyani Indrawati,2025-08-31T13:02:45Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@novrianita2196,alhamdulillah sri mulyono mundur kami bersyukur perempuan ini mundur klo bisa di pruksa dulu,positive,0.5436599850654602,Positif
Namanya korupsi sdh mendarah daging dr jmn suharto susah untuk di brantas,Sri Mulyani Indrawati,2025-08-31T13:02:41Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@irohkhayati3578,namanya korupsi sdh mendarah daging dr jmn suharto susah untuk di brantas,negative,0.9989187717437744,Negatif
etika nya harus nya mundur. karena dia bos keuangan indonesia yg meng acc semua tunjangan pejabat negara,Sri Mulyani Indrawati,2025-08-31T13:02:20Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@romykurniasih2158,etika nya harus nya mundur karena dia bos keuangan indonesia yg meng acc semua tunjangan pejabat negara,negative,0.9583536982536316,Negatif
SEMUA  PAJAK BISA NAIK KAN HARUS ACC WOWO... MENTERI GA BISA SEENAKNYA LAKUKAN KEBIJAKAN TAMPA ACC PRESIDEN.. JADI KUNCINYA ADA DI  WOWO,Sri Mulyani Indrawati,2025-08-31T13:02:12Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@danielwong3586,semua pajak bisa naik kan harus acc wowo menteri ga bisa seenaknya lakukan kebijakan tampa acc presiden jadi kuncinya ada di wowo,negative,0.6741880774497986,Negatif
Bu cuma satu kata beban negara karir mu hancur seketika,Sri Mulyani Indrawati,2025-08-31T13:02:08Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@romlessandos2817,bu cuma satu kata beban negara karir mu hancur seketika,negative,0.9994350075721741,Negatif
"AKHIRNYA SEMBOYAN KABUR AJA DULU ,, DI PAKAI PEJABAT TINGGI BERGENGSI UNTUK MENGHINDARI MASALAH YG DI BUKIN NYA SENDIRI ,, KABUR AJA DULU KSN ADA UANG DAN ASET DI LUAR NEGERI",Sri Mulyani Indrawati,2025-08-31T13:02:04Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@pawantowanto-v6o,akhirnya semboyan kabur aja dulu di pakai pejabat tinggi bergengsi untuk menghindari masalah yg di bukin nya sendiri kabur aja dulu ksn ada uang dan aset di luar negeri,negative,0.9977006316184998,Negatif
Ada isu KLO Sri punya uang 92 T benar kah,Sri Mulyani Indrawati,2025-08-31T13:01:35Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@alonglong1309,ada isu klo sri punya uang t benar kah,neutral,0.8971099853515625,Netral
Baguslah kalau masih punya moral dan rasa malu,Sri Mulyani Indrawati,2025-08-31T13:01:29Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@bioku01,baguslah kalau masih punya moral dan rasa malu,negative,0.9755089282989502,Negatif
Klo emang betul seri Mulyani mundur alhamdulillah,Sri Mulyani Indrawati,2025-08-31T13:01:05Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@abuwahyudi9182,klo emang betul seri mulyani mundur alhamdulillah,neutral,0.9926395416259766,Netral
Gantian lagi,Sri Mulyani Indrawati,2025-08-31T13:00:48Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@yordanusnus2408,gantian lagi,negative,0.9267755746841431,Negatif
ALHAMDULILLAH,Sri Mulyani Indrawati,2025-08-31T13:00:20Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@kithenyosmeggriyadi6127,alhamdulillah,positive,0.9990032315254211,Positif
Nah mundur saja prestasi ya cuma ngutang,Sri Mulyani Indrawati,2025-08-31T13:00:20Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@giomahyudinudin,nah mundur saja prestasi ya cuma ngutang,negative,0.9993835687637329,Negatif
Bu ❤❤SRI ....  yg tabah ya.. tetap semangat demi NKRI... kami tahu ibu adalah orang baik....🙏🙏🙏,Sri Mulyani Indrawati,2025-08-31T13:00:15Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@EfriantoKating,bu sri yg tabah ya tetap semangat demi nkri kami tahu ibu adalah orang baik,positive,0.9945801496505737,Positif
Makanya jangan kelamaan njabat bs mati hati nuranimu. Pejabat dg gaji dan fasilitas gede dipuji dihormati lama kelamaan mana mungkin bs merasakan org lain yg kelaparan,Sri Mulyani Indrawati,2025-08-31T12:59:53Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@srimulyani868,makanya jangan kelamaan njabat bs mati hati nuranimu pejabat dg gaji dan fasilitas gede dipuji dihormati lama kelamaan mana mungkin bs merasakan org lain yg kelaparan,negative,0.9991316199302673,Negatif
"Harusnya mundur, kalau punya harga diri karena rakyat sudah muak",Sri Mulyani Indrawati,2025-08-31T12:59:45Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@meylinarejeki7495,harusnya mundur kalau punya harga diri karena rakyat sudah muak,negative,0.9986419081687927,Negatif
"Kalo demo dijaga ketat,gampang rakyat tinggal pantau pergerakan DPR dan ringkus mereka satu persatu",Sri Mulyani Indrawati,2025-08-31T12:59:38Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@MathysRirinama,kalo demo dijaga ketat gampang rakyat tinggal pantau pergerakan dpr dan ringkus mereka satu persatu,neutral,0.7626823782920837,Netral
Ajak juga kelompokmu mundur,Sri Mulyani Indrawati,2025-08-31T12:59:25Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@HuntingSunrise,ajak juga kelompokmu mundur,neutral,0.9532546997070312,Netral
"Mundur aja, tempat sampean bekerja itu busuk,... Klo gk bisa mundur teratur, mundur gercep aja gpp",Sri Mulyani Indrawati,2025-08-31T12:59:22Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@arkacoolin,mundur aja tempat sampean bekerja itu busuk klo gk bisa mundur teratur mundur gercep aja gpp,negative,0.9984356760978699,Negatif
Baguslah kl mundur,Sri Mulyani Indrawati,2025-08-31T12:59:04Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@suhardi1259,baguslah kl mundur,positive,0.9967531561851501,Positif
"Ngga usah banyak drama, mundur2 aja anj. Kelamaan",Sri Mulyani Indrawati,2025-08-31T12:58:56Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@Gepi-q1g,ngga usah banyak drama mundur aja anj kelamaan,negative,0.998624324798584,Negatif
Naaah.........,Sri Mulyani Indrawati,2025-08-31T12:58:01Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@merymeriana8482,naaah,positive,0.9987591505050659,Positif
Sri Mulyani suruh mundur aja .. bikin sengsara rakyat ...cukai di naikin terus.. barang jadi mahal dan bikin rakyat kecil bayar cukai yang mahal itu .. contohya rokok,Sri Mulyani Indrawati,2025-08-31T12:57:33Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@amadparung2284,sri mulyani suruh mundur aja bikin sengsara rakyat cukai di naikin terus barang jadi mahal dan bikin rakyat kecil bayar cukai yang mahal itu contohya rokok,negative,0.9992097616195679,Negatif
Saat nya rakyat lawan pejabat dan kepemerintahan yg menindas rakyat,Sri Mulyani Indrawati,2025-08-31T12:57:31Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@IrziAlparizi-w8y,saat nya rakyat lawan pejabat dan kepemerintahan yg menindas rakyat,negative,0.9955437779426575,Negatif
PILIHAN TERBAIK KLU SRI MUNDUR,Sri Mulyani Indrawati,2025-08-31T12:57:02Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@SatianSatian-s8p,pilihan terbaik klu sri mundur,positive,0.9970530271530151,Positif
Sebelum mundur jg lupa tolong umumkan buk jumlah uang hasil sitaan dr koruptor.,Sri Mulyani Indrawati,2025-08-31T12:56:57Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@RiswandiAja-n4v,sebelum mundur jg lupa tolong umumkan buk jumlah uang hasil sitaan dr koruptor,neutral,0.99899822473526,Netral
"Kalau sampai Sri mulyani mundur ,kacau sudah 😮😮",Sri Mulyani Indrawati,2025-08-31T12:56:12Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@Paradise8008,kalau sampai sri mulyani mundur kacau sudah,negative,0.9680430293083191,Negatif
Bagus lah... Cuma bisa narikin pajak ga bisa kerja,Sri Mulyani Indrawati,2025-08-31T12:55:51Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@NINE_creat,bagus lah cuma bisa narikin pajak ga bisa kerja,negative,0.9983402490615845,Negatif
Ya mundur saja.. Saya sudah nggak suka dipajakin mulu,Sri Mulyani Indrawati,2025-08-31T12:55:37Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@bw_1974,ya mundur saja saya sudah nggak suka dipajakin mulu,negative,0.9992583394050598,Negatif
"Lebih baik mundur kerja kau cuma dua, ngutang sama IMF, ADB dan Bank Dunia atau menaikan pajak.
Saking peningnya kepala mentri SEMBAKO dipajak  sama dengan Compeni tau.",Sri Mulyani Indrawati,2025-08-31T12:55:05Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@sudinsyam5688,lebih baik mundur kerja kau cuma dua ngutang sama imf adb dan bank dunia atau menaikan pajak saking peningnya kepala mentri sembako dipajak sama dengan compeni tau,negative,0.9985331296920776,Negatif
Mundur hrus d kembalikan uang rakyat semua 1 Quadrilliun lebih bisa 4 Quadrilliun sebab hutang kalian beli rumah dan brang 2 unfaedah🔥🔥🔥✊✊ turun semua😅😅,Sri Mulyani Indrawati,2025-08-31T12:55:04Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@muhammadhisyamfa5523,mundur hrus d kembalikan uang rakyat semua quadrilliun lebih bisa quadrilliun sebab hutang kalian beli rumah dan brang unfaedah turun semua,negative,0.913090705871582,Negatif
"Mundur saja secepatnya, menteri pajak satu ini",Sri Mulyani Indrawati,2025-08-31T12:54:53Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@ardi-yj2mb,mundur saja secepatnya menteri pajak satu ini,neutral,0.9799701571464539,Netral
enak yaa.....meninggalkan hutang negara......sri mulyono sdh tidak menjabat hutang yang bayar rakyat,Sri Mulyani Indrawati,2025-08-31T12:54:42Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@bocilbocahcilik-p8c,enak yaa meninggalkan hutang negara sri mulyono sdh tidak menjabat hutang yang bayar rakyat,negative,0.9707207083702087,Negatif
"sri  mulyani  enda  bisa  disalahkan  begitu  saja  atas  utang  negara   mereka  sudah  menghitunganya  ,  yang  masalah  itu  koruptornya   yang meng hambat  pemasukan  negara  kalau sri mulyani mencari uang dengan mengumpulkan  pajak atau menaikan   ya  tinggal  presiden  bilang  saya  enda  mau naik  pajak selesai  itu  presiden  masa presiden enda  tau  justru  presidennya  hanya mendengar  dari pejabat  disamping aja  coba  sering  sering  turun  kemasarakat  jangan dikantor  aja",Sri Mulyani Indrawati,2025-08-31T12:54:42Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@syaifulbahri4347,sri mulyani enda bisa disalahkan begitu saja atas utang negara mereka sudah menghitunganya yang masalah itu koruptornya yang meng hambat pemasukan negara kalau sri mulyani mencari uang dengan mengumpulkan pajak atau menaikan ya tinggal presiden bilang saya enda mau naik pajak selesai itu presiden masa presiden enda tau justru presidennya hanya mendengar dari pejabat disamping aja coba sering sering turun kemasarakat jangan dikantor aja,negative,0.998802661895752,Negatif
Alhamdulillah akhirnya mundur juga itu ibu PajakSrimulyani akhirnya rakyat kecil Indonesia sedikit lega karena terbebas sementara dari teroris pajak .,Sri Mulyani Indrawati,2025-08-31T12:54:40Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@BustamBpp,alhamdulillah akhirnya mundur juga itu ibu pajaksrimulyani akhirnya rakyat kecil indonesia sedikit lega karena terbebas sementara dari teroris pajak,positive,0.9622722268104553,Positif
"Bu,,,,,belum saatnya Ibu mundur ......",Sri Mulyani Indrawati,2025-08-31T12:54:38Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@ManadoBersatu,bu belum saatnya ibu mundur,negative,0.9892992973327637,Negatif
Mundurlah secara Terhormat  sebelum terlambat!!,Sri Mulyani Indrawati,2025-08-31T12:54:38Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@josephin.r,mundurlah secara terhormat sebelum terlambat,neutral,0.9842963814735413,Netral
BAGUS X TERMUL JUGA,Sri Mulyani Indrawati,2025-08-31T12:53:53Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@HolidinHutajulu-b8h,bagus x termul juga,positive,0.9763311743736267,Positif
Bagusss mundur aja ibu sedih saya melihatnya...,Sri Mulyani Indrawati,2025-08-31T12:53:33Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@wardoyowar1618,bagusss mundur aja ibu sedih saya melihatnya,negative,0.9988042116165161,Negatif
Sri mulyani tidak salah yg salah pemimpinya..!!dia kerja atas intruksi presiden,Sri Mulyani Indrawati,2025-08-31T12:53:03Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@sugiantohutasoit2603,sri mulyani tidak salah yg salah pemimpinya dia kerja atas intruksi presiden,neutral,0.9819502830505371,Netral
Mundur ajalah gak berguna Pajak naik tunjangan naik DPR Mentri Macam apa kalian,Sri Mulyani Indrawati,2025-08-31T12:52:39Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@Eko5-w7m,mundur ajalah gak berguna pajak naik tunjangan naik dpr mentri macam apa kalian,negative,0.9991346001625061,Negatif
Sritil mah tukang bohong,Sri Mulyani Indrawati,2025-08-31T12:52:31Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@tuminah3391,sritil mah tukang bohong,negative,0.9992578625679016,Negatif
"Dulu st dia masih cerdas sngat di syangkan klo smpe mundur, tp stelah jd pintar ikut mulyono ya baiknya mundur krna di otaknya hanya cuan",Sri Mulyani Indrawati,2025-08-31T12:52:03Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@Maspoey,dulu st dia masih cerdas sngat di syangkan klo smpe mundur tp stelah jd pintar ikut mulyono ya baiknya mundur krna di otaknya hanya cuan,negative,0.9944241642951965,Negatif
Alhamdulillah....,Sri Mulyani Indrawati,2025-08-31T12:51:57Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@AndiHerwantoHerwanto,alhamdulillah,positive,0.9990032315254211,Positif
"Di Hukum dulu atas kesalahan Target Pajak yang mempersulit Rakyat Kecil dengan Kenaikan PBB, dan Kenaikan Pajak² Pekerja Kelas Bawah.",Sri Mulyani Indrawati,2025-08-31T12:51:34Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@harissani5683,di hukum dulu atas kesalahan target pajak yang mempersulit rakyat kecil dengan kenaikan pbb dan kenaikan pajak pekerja kelas bawah,negative,0.988294243812561,Negatif
Koplak Lo sri,Sri Mulyani Indrawati,2025-08-31T12:51:26Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@nanangyusuptojirinanang8580,koplak lo sri,negative,0.9249635338783264,Negatif
Cocok kalau dia mundur baik,Sri Mulyani Indrawati,2025-08-31T12:51:17Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@TresiaSattu,cocok kalau dia mundur baik,positive,0.7404028177261353,Positif
Alhamdulillah segeralah diganti sri ini dah kelamaan jadi menteri,Sri Mulyani Indrawati,2025-08-31T12:51:15Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@KiyotakaAyanokokiji,alhamdulillah segeralah diganti sri ini dah kelamaan jadi menteri,negative,0.9299160242080688,Negatif
"tolong  negara   ganti  semua  kerugian  sri mulyani    ,  itu  loh  orang  banyak  jasanya sma  negra  ini  ,  aparat  lambat  melindungi  padahal  sudah  ada  isu  tapi lambat  melindungi  sri  mulyani   beliau  itu  enda  salah  yang salah  prabowo   neding  ahirnya  yang mengambil keputusan kan pak   prabowo   mengenai  pajak  srimulyani  hanya  menawarkan ,  beliau  memutar  otak  unutk  mencari  tambahan  APBN   justru  yang malingnya  malah  dilindungi   itu loh   dPR  sarang  koruptor  yang  menghambat  kinerja  pemerintah",Sri Mulyani Indrawati,2025-08-31T12:51:07Z,Sri Mulyani Dikabarkan Mundur? Sejumlah pejabat Bungkam,Warta Kota Production,@syaifulbahri4347,tolong negara ganti semua kerugian sri mulyani itu loh orang banyak jasanya sma negra ini aparat lambat melindungi padahal sudah ada isu tapi lambat melindungi sri mulyani beliau itu enda salah yang salah prabowo neding ahirnya yang mengambil keputusan kan pak prabowo mengenai pajak srimulyani hanya menawarkan beliau memutar otak unutk mencari tambahan apbn justru yang malingnya malah dilindungi itu loh dpr sarang koruptor yang menghambat kinerja pemerintah,negative,0.9994658827781677,Negatif
